match_id,tournament_id,team_id,player_id,shirt_number,position_name,position_code,starter,substitute,captain
M-1970-05,WC-1970,T-26,P-05132,1,goal keeper,GK,1,0,0
M-1970-05,WC-1970,T-26,P-01074,2,defender,DF,1,0,0
M-1970-05,WC-1970,T-26,P-05363,3,defender,DF,1,0,1
M-1970-05,WC-1970,T-26,P-04918,5,defender,DF,1,0,0
M-1970-05,WC-1970,T-26,P-01585,6,midfielder,MF,1,0,0
M-1970-05,WC-1970,T-26,P-08723,7,midfielder,MF,1,0,0
M-1970-05,WC-1970,T-26,P-02062,8,midfielder,MF,1,0,0
M-1970-05,WC-1970,T-26,P-03650,9,forward,FW,1,0,0
M-1970-05,WC-1970,T-26,P-05251,10,midfielder,MF,1,0,0
M-1970-05,WC-1970,T-26,P-09672,11,forward,FW,1,0,0
M-1970-05,WC-1970,T-26,P-08061,14,defender,DF,1,0,0
M-1970-05,WC-1970,T-26,P-01469,4,defender,DF,0,1,0
M-1970-05,WC-1970,T-26,P-01896,16,midfielder,MF,0,1,0
M-1970-06,WC-1970,T-39,P-01240,1,goal keeper,GK,1,0,0
M-1970-06,WC-1970,T-39,P-00130,2,defender,DF,1,0,0
M-1970-06,WC-1970,T-39,P-08952,3,defender,DF,1,0,1
M-1970-06,WC-1970,T-39,P-06612,5,defender,DF,1,0,0
M-1970-06,WC-1970,T-39,P-00382,7,defender,DF,1,0,0
M-1970-06,WC-1970,T-39,P-08094,10,midfielder,MF,1,0,0
M-1970-06,WC-1970,T-39,P-04465,11,forward,FW,1,0,0
M-1970-06,WC-1970,T-39,P-01538,13,forward,FW,1,0,0
M-1970-06,WC-1970,T-39,P-09477,15,midfielder,MF,1,0,0
M-1970-06,WC-1970,T-39,P-04530,16,midfielder,MF,1,0,0
M-1970-06,WC-1970,T-39,P-08646,20,forward,FW,1,0,0
M-1970-06,WC-1970,T-39,P-08655,8,defender,DF,0,1,0
M-1970-06,WC-1970,T-71,P-02953,1,goal keeper,GK,1,0,0
M-1970-06,WC-1970,T-71,P-02221,3,defender,DF,1,0,0
M-1970-06,WC-1970,T-71,P-05262,4,defender,DF,1,0,1
M-1970-06,WC-1970,T-71,P-00172,5,defender,DF,1,0,0
M-1970-06,WC-1970,T-71,P-08881,6,midfielder,MF,1,0,0
M-1970-06,WC-1970,T-71,P-04388,7,midfielder,MF,1,0,0
M-1970-06,WC-1970,T-71,P-09780,8,forward,FW,1,0,0
M-1970-06,WC-1970,T-71,P-04197,9,forward,FW,1,0,0
M-1970-06,WC-1970,T-71,P-00726,10,forward,FW,1,0,0
M-1970-06,WC-1970,T-71,P-07601,13,defender,DF,1,0,0
M-1970-06,WC-1970,T-71,P-01341,20,midfielder,MF,1,0,0
M-1970-06,WC-1970,T-71,P-01574,19,midfielder,MF,0,1,0
M-1970-06,WC-1970,T-71,P-03323,21,forward,FW,0,1,0
M-1970-07,WC-1970,T-09,P-03232,1,goal keeper,GK,1,0,0
M-1970-07,WC-1970,T-09,P-09985,2,center back,CB,1,0,0
M-1970-07,WC-1970,T-09,P-07272,3,center back,CB,1,0,0
M-1970-07,WC-1970,T-09,P-02917,4,right back,RB,1,0,1
M-1970-07,WC-1970,T-09,P-04805,5,center midfielder,CM,1,0,0
M-1970-07,WC-1970,T-09,P-07877,7,right winger,RW,1,0,0
M-1970-07,WC-1970,T-09,P-03612,8,center midfielder,CM,1,0,0
M-1970-07,WC-1970,T-09,P-01461,9,center forward,CF,1,0,0
M-1970-07,WC-1970,T-09,P-03795,10,center forward,CF,1,0,0
M-1970-07,WC-1970,T-09,P-08138,11,left winger,LW,1,0,0
M-1970-07,WC-1970,T-09,P-05868,16,left back,LB,1,0,0
M-1970-07,WC-1970,T-09,P-08311,18,midfielder,MF,0,1,0
M-1970-07,WC-1970,T-20,P-06763,1,goal keeper,GK,1,0,0
M-1970-07,WC-1970,T-20,P-06395,2,right back,RB,1,0,0
M-1970-07,WC-1970,T-20,P-09644,3,center back,CB,1,0,0
M-1970-07,WC-1970,T-20,P-01168,4,left back,LB,1,0,0
M-1970-07,WC-1970,T-20,P-00749,5,center back,CB,1,0,1
M-1970-07,WC-1970,T-20,P-09661,8,center midfielder,CM,1,0,0
M-1970-07,WC-1970,T-20,P-01655,9,right midfielder,RM,1,0,0
M-1970-07,WC-1970,T-20,P-03688,10,second striker,SS,1,0,0
M-1970-07,WC-1970,T-20,P-05542,11,center forward,CF,1,0,0
M-1970-07,WC-1970,T-20,P-07789,16,center midfielder,CM,1,0,0
M-1970-07,WC-1970,T-20,P-08526,18,left midfielder,LM,1,0,0
M-1970-07,WC-1970,T-20,P-00838,6,midfielder,MF,0,1,0
M-1970-07,WC-1970,T-20,P-00893,7,midfielder,MF,0,1,0
M-1970-08,WC-1970,T-82,P-02456,1,goal keeper,GK,1,0,0
M-1970-08,WC-1970,T-82,P-00371,2,defender,DF,1,0,0
M-1970-08,WC-1970,T-82,P-04356,4,midfielder,MF,1,0,0
M-1970-08,WC-1970,T-82,P-04069,5,defender,DF,1,0,0
M-1970-08,WC-1970,T-82,P-00329,7,defender,DF,1,0,0
M-1970-08,WC-1970,T-82,P-08039,8,midfielder,MF,1,0,0
M-1970-08,WC-1970,T-82,P-04896,9,forward,FW,1,0,1
M-1970-08,WC-1970,T-82,P-00407,10,forward,FW,1,0,0
M-1970-08,WC-1970,T-82,P-01307,11,defender,DF,1,0,0
M-1970-08,WC-1970,T-82,P-01728,12,midfielder,MF,1,0,0
M-1970-08,WC-1970,T-82,P-02483,13,forward,FW,1,0,0
M-1970-08,WC-1970,T-82,P-02996,17,forward,FW,0,1,0
M-1970-08,WC-1970,T-82,P-05887,20,forward,FW,0,1,0
M-1970-08,WC-1970,T-45,P-05214,1,goal keeper,GK,1,0,0
M-1970-08,WC-1970,T-45,P-00075,2,defender,DF,1,0,0
M-1970-08,WC-1970,T-45,P-09093,3,defender,DF,1,0,0
M-1970-08,WC-1970,T-45,P-05946,4,defender,DF,1,0,0
M-1970-08,WC-1970,T-45,P-07090,5,defender,DF,1,0,0
M-1970-08,WC-1970,T-45,P-04648,6,midfielder,MF,1,0,0
M-1970-08,WC-1970,T-45,P-02206,7,midfielder,MF,1,0,0
M-1970-08,WC-1970,T-45,P-01511,8,midfielder,MF,1,0,1
M-1970-08,WC-1970,T-45,P-01962,10,midfielder,MF,1,0,0
M-1970-08,WC-1970,T-45,P-09904,11,forward,FW,1,0,0
M-1970-08,WC-1970,T-45,P-06106,14,forward,FW,1,0,0
M-1970-08,WC-1970,T-45,P-01105,9,forward,FW,0,1,0
M-1970-08,WC-1970,T-45,P-07316,18,defender,DF,0,1,0
M-1970-09,WC-1970,T-69,P-02907,2,goal keeper,GK,1,0,0
M-1970-09,WC-1970,T-69,P-05721,3,defender,DF,1,0,0
M-1970-09,WC-1970,T-69,P-04639,4,defender,DF,1,0,0
M-1970-09,WC-1970,T-69,P-02123,5,defender,DF,1,0,0
M-1970-09,WC-1970,T-69,P-08475,8,defender,DF,1,0,0
M-1970-09,WC-1970,T-69,P-07920,9,defender,DF,1,0,1
M-1970-09,WC-1970,T-69,P-07448,11,midfielder,MF,1,0,0
M-1970-09,WC-1970,T-69,P-07726,14,midfielder,MF,1,0,0
M-1970-09,WC-1970,T-69,P-07069,16,forward,FW,1,0,0
M-1970-09,WC-1970,T-69,P-02534,17,forward,FW,1,0,0
M-1970-09,WC-1970,T-69,P-09955,21,forward,FW,1,0,0
M-1970-09,WC-1970,T-69,P-00603,6,defender,DF,0,1,0
M-1970-09,WC-1970,T-69,P-01473,12,midfielder,MF,0,1,0
M-1970-09,WC-1970,T-06,P-02581,1,goal keeper,GK,1,0,0
M-1970-09,WC-1970,T-06,P-00773,2,defender,DF,1,0,0
M-1970-09,WC-1970,T-06,P-02546,3,defender,DF,1,0,0
M-1970-09,WC-1970,T-06,P-08103,4,defender,DF,1,0,0
M-1970-09,WC-1970,T-06,P-01028,5,midfielder,MF,1,0,0
M-1970-09,WC-1970,T-06,P-06938,6,defender,DF,1,0,0
M-1970-09,WC-1970,T-06,P-00526,7,midfielder,MF,1,0,0
M-1970-09,WC-1970,T-06,P-02611,8,midfielder,MF,1,0,0
M-1970-09,WC-1970,T-06,P-06673,10,midfielder,MF,1,0,1
M-1970-09,WC-1970,T-06,P-04203,11,forward,FW,1,0,0
M-1970-09,WC-1970,T-06,P-08487,18,forward,FW,1,0,0
M-1970-10,WC-1970,T-80,P-04514,1,goal keeper,GK,1,0,0
M-1970-10,WC-1970,T-80,P-00471,2,defender,DF,1,0,0
M-1970-10,WC-1970,T-80,P-05250,3,defender,DF,1,0,0
M-1970-10,WC-1970,T-80,P-02103,4,defender,DF,1,0,1
M-1970-10,WC-1970,T-80,P-06095,5,midfielder,MF,1,0,0
M-1970-10,WC-1970,T-80,P-02448,6,defender,DF,1,0,0
M-1970-10,WC-1970,T-80,P-05958,7,midfielder,MF,1,0,0
M-1970-10,WC-1970,T-80,P-06766,9,forward,FW,1,0,0
M-1970-10,WC-1970,T-80,P-06360,10,midfielder,MF,1,0,0
M-1970-10,WC-1970,T-80,P-02362,17,midfielder,MF,1,0,0
M-1970-10,WC-1970,T-80,P-08635,20,midfielder,MF,1,0,0
M-1970-10,WC-1970,T-80,P-07832,19,forward,FW,0,1,0
M-1970-10,WC-1970,T-39,P-01240,1,goal keeper,GK,1,0,0
M-1970-10,WC-1970,T-39,P-00130,2,defender,DF,1,0,0
M-1970-10,WC-1970,T-39,P-08952,3,defender,DF,1,0,1
M-1970-10,WC-1970,T-39,P-06612,5,defender,DF,1,0,0
M-1970-10,WC-1970,T-39,P-08655,8,defender,DF,1,0,0
M-1970-10,WC-1970,T-39,P-08094,10,midfielder,MF,1,0,0
M-1970-10,WC-1970,T-39,P-04465,11,forward,FW,1,0,0
M-1970-10,WC-1970,T-39,P-01538,13,midfielder,MF,1,0,0
M-1970-10,WC-1970,T-39,P-09477,15,midfielder,MF,1,0,0
M-1970-10,WC-1970,T-39,P-04530,16,midfielder,MF,1,0,0
M-1970-10,WC-1970,T-39,P-08646,20,forward,FW,1,0,0
M-1970-10,WC-1970,T-39,P-02277,21,defender,DF,0,1,0
M-1970-11,WC-1970,T-58,P-08971,2,defender,DF,1,0,0
M-1970-11,WC-1970,T-58,P-09486,3,defender,DF,1,0,0
M-1970-11,WC-1970,T-58,P-04138,4,defender,DF,1,0,0
M-1970-11,WC-1970,T-58,P-05960,5,defender,DF,1,0,0
M-1970-11,WC-1970,T-58,P-09452,7,midfielder,MF,1,0,0
M-1970-11,WC-1970,T-58,P-04515,9,forward,FW,1,0,0
M-1970-11,WC-1970,T-58,P-05240,10,midfielder,MF,1,0,0
M-1970-11,WC-1970,T-58,P-02629,11,forward,FW,1,0,1
M-1970-11,WC-1970,T-58,P-07538,15,defender,DF,1,0,0
M-1970-11,WC-1970,T-58,P-09792,16,midfielder,MF,1,0,0
M-1970-11,WC-1970,T-58,P-00659,21,goal keeper,GK,1,0,0
M-1970-11,WC-1970,T-58,P-03692,14,midfielder,MF,0,1,0
M-1970-11,WC-1970,T-58,P-02723,17,forward,FW,0,1,0
M-1970-11,WC-1970,T-20,P-06395,2,defender,DF,1,0,0
M-1970-11,WC-1970,T-20,P-09644,3,defender,DF,1,0,0
M-1970-11,WC-1970,T-20,P-00749,5,defender,DF,1,0,1
M-1970-11,WC-1970,T-20,P-00838,6,midfielder,MF,1,0,0
M-1970-11,WC-1970,T-20,P-00893,7,midfielder,MF,1,0,0
M-1970-11,WC-1970,T-20,P-09661,8,midfielder,MF,1,0,0
M-1970-11,WC-1970,T-20,P-01655,9,midfielder,MF,1,0,0
M-1970-11,WC-1970,T-20,P-05542,11,forward,FW,1,0,0
M-1970-11,WC-1970,T-20,P-02056,15,defender,DF,1,0,0
M-1970-11,WC-1970,T-20,P-05030,19,midfielder,MF,1,0,0
M-1970-11,WC-1970,T-20,P-06253,22,goal keeper,GK,1,0,0
M-1970-11,WC-1970,T-20,P-03688,10,forward,FW,0,1,0
M-1970-11,WC-1970,T-20,P-08526,18,forward,FW,0,1,0
M-1970-12,WC-1970,T-54,P-05002,1,goal keeper,GK,1,0,0
M-1970-12,WC-1970,T-54,P-01044,3,defender,DF,1,0,0
M-1970-12,WC-1970,T-54,P-08318,4,defender,DF,1,0,1
M-1970-12,WC-1970,T-54,P-07616,5,defender,DF,1,0,0
M-1970-12,WC-1970,T-54,P-03597,6,midfielder,MF,1,0,0
M-1970-12,WC-1970,T-54,P-05315,7,midfielder,MF,1,0,0
M-1970-12,WC-1970,T-54,P-09528,9,forward,FW,1,0,0
M-1970-12,WC-1970,T-54,P-01348,10,forward,FW,1,0,0
M-1970-12,WC-1970,T-54,P-02248,11,forward,FW,1,0,0
M-1970-12,WC-1970,T-54,P-02648,13,defender,DF,1,0,0
M-1970-12,WC-1970,T-54,P-00655,20,forward,FW,1,0,0
M-1970-12,WC-1970,T-54,P-09274,17,midfielder,MF,0,1,0
M-1970-12,WC-1970,T-54,P-09589,22,forward,FW,0,1,0
M-1970-12,WC-1970,T-45,P-05214,1,goal keeper,GK,1,0,0
M-1970-12,WC-1970,T-45,P-00075,2,defender,DF,1,0,0
M-1970-12,WC-1970,T-45,P-09093,3,defender,DF,1,0,0
M-1970-12,WC-1970,T-45,P-05946,4,defender,DF,1,0,0
M-1970-12,WC-1970,T-45,P-07090,5,defender,DF,1,0,0
M-1970-12,WC-1970,T-45,P-04648,6,midfielder,MF,1,0,0
M-1970-12,WC-1970,T-45,P-02206,7,midfielder,MF,1,0,0
M-1970-12,WC-1970,T-45,P-01511,8,midfielder,MF,1,0,1
M-1970-12,WC-1970,T-45,P-01962,10,midfielder,MF,1,0,0
M-1970-12,WC-1970,T-45,P-09904,11,forward,FW,1,0,0
M-1970-12,WC-1970,T-45,P-06106,14,forward,FW,1,0,0
M-1970-12,WC-1970,T-45,P-06868,13,defender,DF,0,1,0
M-1970-12,WC-1970,T-45,P-08079,17,forward,FW,0,1,0
M-1970-13,WC-1970,T-44,P-02951,1,goal keeper,GK,1,0,0
M-1970-13,WC-1970,T-44,P-09033,3,defender,DF,1,0,1
M-1970-13,WC-1970,T-44,P-02770,5,defender,DF,1,0,0
M-1970-13,WC-1970,T-44,P-00927,8,midfielder,MF,1,0,0
M-1970-13,WC-1970,T-44,P-08563,9,forward,FW,1,0,0
M-1970-13,WC-1970,T-44,P-02264,11,forward,FW,1,0,0
M-1970-13,WC-1970,T-44,P-04009,13,defender,DF,1,0,0
M-1970-13,WC-1970,T-44,P-01353,14,defender,DF,1,0,0
M-1970-13,WC-1970,T-44,P-00763,17,midfielder,MF,1,0,0
M-1970-13,WC-1970,T-44,P-07033,19,forward,FW,1,0,0
M-1970-13,WC-1970,T-44,P-04083,21,forward,FW,1,0,0
M-1970-13,WC-1970,T-44,P-01956,10,forward,FW,0,1,0
M-1970-13,WC-1970,T-44,P-06644,20,midfielder,MF,0,1,0
M-1970-13,WC-1970,T-26,P-05132,1,goal keeper,GK,1,0,0
M-1970-13,WC-1970,T-26,P-01074,2,defender,DF,1,0,0
M-1970-13,WC-1970,T-26,P-05363,3,defender,DF,1,0,1
M-1970-13,WC-1970,T-26,P-01469,4,defender,DF,1,0,0
M-1970-13,WC-1970,T-26,P-04918,5,defender,DF,1,0,0
M-1970-13,WC-1970,T-26,P-01585,6,midfielder,MF,1,0,0
M-1970-13,WC-1970,T-26,P-08723,7,midfielder,MF,1,0,0
M-1970-13,WC-1970,T-26,P-02062,8,midfielder,MF,1,0,0
M-1970-13,WC-1970,T-26,P-03650,9,forward,FW,1,0,0
M-1970-13,WC-1970,T-26,P-05251,10,midfielder,MF,1,0,0
M-1970-13,WC-1970,T-26,P-09672,11,forward,FW,1,0,0
M-1970-13,WC-1970,T-26,P-05809,12,forward,FW,0,1,0
M-1970-13,WC-1970,T-26,P-05346,19,midfielder,MF,0,1,0
M-1970-14,WC-1970,T-71,P-07775,2,defender,DF,1,0,0
M-1970-14,WC-1970,T-71,P-02221,3,defender,DF,1,0,0
M-1970-14,WC-1970,T-71,P-00172,5,defender,DF,1,0,0
M-1970-14,WC-1970,T-71,P-08881,6,midfielder,MF,1,0,1
M-1970-14,WC-1970,T-71,P-04388,7,midfielder,MF,1,0,0
M-1970-14,WC-1970,T-71,P-04197,9,forward,FW,1,0,0
M-1970-14,WC-1970,T-71,P-05734,11,forward,FW,1,0,0
M-1970-14,WC-1970,T-71,P-07694,12,goal keeper,GK,1,0,0
M-1970-14,WC-1970,T-71,P-03498,16,midfielder,MF,1,0,0
M-1970-14,WC-1970,T-71,P-03830,18,forward,FW,1,0,0
M-1970-14,WC-1970,T-71,P-01341,20,defender,DF,1,0,0
M-1970-14,WC-1970,T-71,P-03060,22,forward,FW,0,1,0
M-1970-14,WC-1970,T-38,P-04750,1,goal keeper,GK,1,0,0
M-1970-14,WC-1970,T-38,P-03139,2,defender,DF,1,0,0
M-1970-14,WC-1970,T-38,P-02541,4,defender,DF,1,0,0
M-1970-14,WC-1970,T-38,P-06146,5,defender,DF,1,0,0
M-1970-14,WC-1970,T-38,P-04605,6,midfielder,MF,1,0,0
M-1970-14,WC-1970,T-38,P-06408,7,midfielder,MF,1,0,0
M-1970-14,WC-1970,T-38,P-08139,8,forward,FW,1,0,0
M-1970-14,WC-1970,T-38,P-03770,9,forward,FW,1,0,0
M-1970-14,WC-1970,T-38,P-04002,10,forward,FW,1,0,1
M-1970-14,WC-1970,T-38,P-04562,12,midfielder,MF,1,0,0
M-1970-14,WC-1970,T-38,P-00151,16,defender,DF,1,0,0
M-1970-14,WC-1970,T-38,P-04572,19,midfielder,MF,0,1,0
M-1970-15,WC-1970,T-09,P-03232,1,goal keeper,GK,1,0,0
M-1970-15,WC-1970,T-09,P-09985,2,center back,CB,1,0,0
M-1970-15,WC-1970,T-09,P-07272,3,center back,CB,1,0,0
M-1970-15,WC-1970,T-09,P-02917,4,right back,RB,1,0,1
M-1970-15,WC-1970,T-09,P-04805,5,center midfielder,CM,1,0,0
M-1970-15,WC-1970,T-09,P-07877,7,right winger,RW,1,0,0
M-1970-15,WC-1970,T-09,P-01461,9,center forward,CF,1,0,0
M-1970-15,WC-1970,T-09,P-03795,10,center forward,CF,1,0,0
M-1970-15,WC-1970,T-09,P-08138,11,left winger,LW,1,0,0
M-1970-15,WC-1970,T-09,P-05868,16,left back,LB,1,0,0
M-1970-15,WC-1970,T-09,P-08311,18,center midfielder,CM,1,0,0
M-1970-15,WC-1970,T-09,P-01390,13,forward,FW,0,1,0
M-1970-15,WC-1970,T-27,P-09652,1,goal keeper,GK,1,0,0
M-1970-15,WC-1970,T-27,P-01992,3,left back,LB,1,0,0
M-1970-15,WC-1970,T-27,P-01041,4,defensive midfielder,DM,1,0,0
M-1970-15,WC-1970,T-27,P-03127,5,center back,CB,1,0,0
M-1970-15,WC-1970,T-27,P-05905,6,center back,CB,1,0,1
M-1970-15,WC-1970,T-27,P-01479,7,center forward,CF,1,0,0
M-1970-15,WC-1970,T-27,P-05909,8,right midfielder,RM,1,0,0
M-1970-15,WC-1970,T-27,P-00227,9,attacking midfielder,AM,1,0,0
M-1970-15,WC-1970,T-27,P-03234,10,center forward,CF,1,0,0
M-1970-15,WC-1970,T-27,P-01405,11,left midfielder,LM,1,0,0
M-1970-15,WC-1970,T-27,P-02037,14,right back,RB,1,0,0
M-1970-15,WC-1970,T-27,P-03256,19,midfielder,MF,0,1,0
